sentimen,ulasan
Negatif,"Seiring dengan pro manajemen senior bisa sangat kasar dan sangat tidak profesional.Tidak ada komunikasi nyata antara manajemen dan kolega rata -rata Anda.Ini berpotensi turun ke beberapa di posisi yang lebih tinggi yang terlepas dari kolega rata -rata Anda.Dapat dimengerti bahwa mereka menjadi sasaran preassure dari orang -orang di posisi yang lebih tinggi lagi tetapi mereka tidak memerlukan perilaku yang saya saksikan misalnya. 

Sebelum ada di dalamnya ada intimidasi terang -terangan dari manajemen departemen, juga akan ada preassure pada Anda untuk bekerja ketika Anda secara tegas mengatakan Anda tidak akan melakukannya.Seringkali ini akan diabaikan dan Anda akan diberi tahu bahwa Anda bekerja dan itulah akhirnya.Saya secara pribadi telah diintimidasi oleh manajer sebelumnya, namun tidak ada yang akan secara terbuka mengatakan apa pun dan saya merasa tidak nyaman mengambil tindakan apa pun karena semua manajemen ramah satu sama lain dan secara terbuka mendiskusikan semuanya.Saya merasa itu akan menyebabkan intimidasi lebih lanjut. 

Dalam buku pegangan kolega, cukup dinyatakan bahwa Anda akan diminta untuk bekerja secara fleksibel di dalam toko dan melakukan berbagai tugas, yang baik -baik saja.Namun, jam dipotong dan mereka memberikan jumlah minimum jam kemudian ketika hal -hal yang menderita dan manajemen datang mengajukan pertanyaan, mengapa departemen setengah kosong atau rak -rak di disaray mereka tidak puas dengan tanggapan bahwa Anda kekurangan staf karena kurangnya kurangjam dan penolakan untuk merekrut.Ketika musim menjadi lebih sibuk, hampir mustahil untuk menyelesaikan pekerjaan yang diserahkan kepada Anda, karena Anda diharapkan untuk melakukan pekerjaan dalam jumlah besar yang idealnya membutuhkan setidaknya 2 atau lebih kolega.Itu bisa melelahkan. 

Saya tidak yakin apakah ini sama untuk semua toko sekarang tetapi di dalam toko saya bekerja, mereka mengharapkan semua orang menjadi sampai terlatih untuk mengantri, tetapi ini menyebabkan Anda ditempatkan pada hingga sekitar satu jam atau lebih dari shift AndaMemimpin Departemen Anda juga diharapkan untuk bekerja diabaikan dan bekerja tidak selesai yang mengarah ke pemimpin/manajer bagian yang tidak bahagia.

Mereka tampaknya merekrut hubungan di dalam toko.Hampir setiap orang terkait satu sama lain di seluruh departemen.Jadi gosip tersebar luas, terutama dari manajemen.Kerahasiaan tidak ada.Investigasi kolega misalnya didiskusikan secara terbuka di dalam departemen. 

Restrukturisasi baru mengubah pesanan, seperti yang Anda miliki sekarang;Kolega, pemimpin bagian (menggantikan manajer bagian), manajer utama saat itu, manajer umum toko dan manajer umum mereka.Mereka telah menghilangkan judul manajer bagian tetapi telah memberikan semua tugas kepada pemimpin bagian untuk sebagian kecil dari gaji.Dari obrolan umum dengan pemimpin bagian saya saat ini, mereka diharapkan melakukan banyak pekerjaan dengan sangat sedikit uang tambahan. 

Pelatihan sangat buruk.Anda mendapatkan pelatihan yang diharapkan pada kertas, tonton banyak video pelatihan.Pelatihan praktis tidak fantastis, toh tidak ada di dalam departemen saya.Saya dipekerjakan sebagai tukang roti, namun ketika manajer lama saya bertanggung jawab, saya diharapkan untuk mempertahankan pelatihan saya sendiri dari tukang roti lainnya, yang adil, saya memiliki inisiatif dan akan bertanya tetapi akan bertemu dengan, bertanya kepada manajer, atauUrutkan dengan mereka.Lebih dari setahun ke depan dan butuh waktu lama bagi saya untuk diizinkan untuk maju dengan pelatihan, saya telah menjadi cukup set yang saya tidak akan pernah menyelesaikan ""pelatihan"" tukang roti untuk mendapatkan upah tukang roti.Meskipun bekerja sebagai satu selama setahun, saya tidak merasa telah dibayar dengan adil untuk pekerjaan yang telah saya lakukan.Anda diharuskan menggunakan ""senjata"" dalam pekerjaan Anda.Tidak ada pelatihan yang disediakan untuk ini, maka Anda melihat sedikit bodoh karena tidak tahu apa yang harus dilakukan. 

Terakhir tetapi tidak berarti, ini adalah pekerjaan yang sangat tidak berterima kasih untuk ASDA.Peralatan juga membutuhkan pembaruan serius di seluruh toko.Terakhir, Tuhan melarang Anda menjadi sakit, hanya 12 minggu yang Anda dapatkan, jika Anda tidak cocok dan saat itu Anda bisa berharap dilepaskan.Kesehatan Ocupational mereka sendiri juga dapat mengesampingkan dokter Anda sendiri dari apa yang saya pahami."
Positif,Benar -benar berharap untuk bekerja karena semua karyawan ramah dan saya tetap sibuk sehingga waktu berjalan dengan cepat.
Positif,"Diskon 10%Selain itu sama sekali tidak ada, Asda akan membuat Anda merasa direndahkan dan diremehkan, digunakan dan diintimidasi."
Negatif,"Kurangnya kolega pada shift siang dan malam, terlalu banyak stok sehingga kita tidak perlu datang dari Depot ASDA meskipun ada masalah stok dan P.I.proses, terlalu banyak beban kerja untuk kolega.

Toko itu sendiri jatuh ke bit dan tidak cocok untuk tujuan, toko terlalu kecil untuk pertumbuhan belanja rumah yang memiliki efek ketukan ke seluruh toko plus toko tidak pernah dibangun untuk mengambil tingkat stok dan uang yang dibutuhkan setiap minggu.Masalah kesehatan dan keselamatan di toko dan anggaran yang ketat untuk memperbaiki hal -hal yang ditutup, staf tertutup untuk menghemat uang.

Mengandalkan beberapa kolega untuk melakukan lembur agar toko tetap berjalan dan rak -rak penuh,

Pelanggan menjadi agresif dan lebih bodoh karena produk yang tidak ada di rak karena kekurangan kolega, perlu ada beberapa aturan dasar di supermarket untuk melindungi staf dan stok di toko -toko yaitu tidak makan saat Anda berjalan -jalan, membuang makanan segar, mengangkat toko, dll. I I I.Tahu mereka membayar upah tetapi beberapa orang benar -benar mengambil mick.

Lebih banyak tekanan pada kolega.Jika Anda tidak meliput liburan, Anda akan pergi dengan lebih banyak lagi untuk Anda kembali dari liburan atau hari libur Anda.Tidak ada kolega untuk menutupi Anda karena tidak ada seorang pun (atau tidak ada yang mau bekerja di Frozen)

Tidak yakin apakah beberapa manajer siap menjadi mangers, beberapa tidak dapat mengelola jalan keluar dari kantong kertas basah.Beberapa manajemen toko tampak jauh dan menyendiri.

Begitu banyak sesama kolega penuh waktu telah meninggalkan toko saya, orang -orang pergi tetapi tidak diganti atau diganti dengan siswa paruh waktu yang tidak berpengalaman.Juga Asda tidak suka rekan kerja penuh waktu lagi...Harganya terlalu mahal!

Struktur pembayaran yang lebih baik, ASDA sebagai toko memiliki begitu banyak departemen yang beragam.Beberapa departemen memilikinya dengan mudah sementara beberapa departemen memilikinya dalam kaitannya dengan pekerjaan yang mereka lakukan tanpa perbedaan dalam tarif per jam dan membayar.

Saya tahu ritel sangat tangguh saat ini dengan perang harga supermarket, tetapi manajemen di Leeds tinggal di planet lain dan tampaknya berniat menghancurkan ASDA. 

Restrukturisasi manajemen tahun 2014 membuat manajer yang lebih baik mubazir dan menggantinya dengan pemimpin bagian yang tidak dibayar kurang berpengalaman dan seharusnya mengembalikan lebih banyak kolega di lantai toko yang tidak terjadi.

Beberapa pemimpin bagian telah mengundurkan diri di sana peran di toko saya karena tekanan kerja.Hanya ada banyak pekerjaan yang harus dilakukan dan tidak cukup banyak orang. 

Mungkin ada semacam rencana induk untuk semua cut Back ekstrem yang dibuat Asda.Yang telah saya lihat adalah pelanggan yang berbelanja di tempat lain karena rak -rak kosong sebagai akibat dari cut Back kolega yang sama dengan lebih sedikit uang yang diambil di checkout karena produk yang ingin dibeli pelanggan tidak ditebar.

Begitu banyak limbah toko baru dibuang, sekali lagi diciptakan oleh terlalu banyak stok masuk dan tidak cukup kolega untuk meletakkan stok di rak...Sayang sekali melihat makanan enak dibuang karena sudah ketinggalan zaman.Saya tidak akan pernah melupakan Natal 2014 dengan jumlah limbah yang dibuang beberapa di antaranya bahkan tidak pernah berhasil masuk ke lantai toko, hanya gila :-(

Saya pikir ASDA sekarang adalah tentang % dan angka.Selama mereka menyeimbangkan pembuangan buku-buku toko, upah lembur, barang habis pakai dll untuk apa yang dijalankan toko dalam penjualan setiap minggu tidak ada yang benar-benar peduli :-( semua asap dan cermin dan merampok Peter untuk membayar Paul :-( dan bukan tentang pelanggan.

Bertemu dengan beberapa kolega hebat yang akan saya lewatkan, tetapi sekarang telah meninggalkan Asda dan menantikan masa depan dari ritel."
Negatif,"Manajer yang tidak terlatih, tidak profesional, tidak berpengalaman dan tidak dapat didekati.Tidak ada kepemimpinan yang tidak ada arah.Manajer menghabiskan jauh hingga lama dalam pertemuan yang tidak ada artinya selain memutar ide menyedihkan yang sama berulang kali.Manajer dilapisi Teflon karena tidak ada yang pernah menempel kepada mereka, mereka terus -menerus menggertak dan mendiskriminasi rekan kerja tetapi ketika diselidiki oleh manajer lain mereka lolos begitu saja untuk melakukannya lagi dan lagi.Sebagai seorang kolega, Anda menjalani proses audiensi dengan para manajer yang tidak berpendidikan ini yang memperlakukan Anda dengan cara yang tidak profesional dan tidak adil yang biasanya berakhir dengan peringatan akhir atau penghentian kontrak Anda.Ini biasanya kemudian diceritakan kepada semua orang karena kerahasiaan tidak ada manajer yang tidak sabar untuk memberi tahu kolega apa yang terjadi dalam penyelidikan.Untuk tempat yang begitu disebut ""hebat"" untuk bekerja di giliran staf dalam Teesport dalam 9+ tahun terbuka sangat besar, ini dengan sendirinya berbicara banyak tentang tempat seperti apa itu.Kesehatan dan Keselamatan adalah lelucon total, itu terlihat bagus di atas kertas tetapi begitu banyak yang ditutup dan disembunyikan oleh manajemen yang tidak jujur ​​dan manajer kesehatan dan keselamatan yang hanya tertarik pada dirinya sendiri dan kariernya sendiri, rekan -rekannya tidak ada artinya baginya, ia telah membuat rekan kerja ia membuat kolega membuat kolegaTakut melaporkan hal -hal karena penanganannya yang tidak profesional dan tidak adil dari banyak kasus.Saran yang diberikan atau saran yang ditawarkan kepadanya hanya bertemu dengan respons negatif dan tidak profesional.Saya sangat percaya bahwa Asda adalah perusahaan yang hebat untuk bekerja dan telah menginvestasikan banyak waktu dan uang untuk membuatnya begitu.Sayangnya mereka tidak melihat bagaimana depot dijalankan, mereka tidak memeriksa kaliber atau kualitas manajer yang seharusnya berlatih dan mengkhotbahkan nilai asda ""saya hanya dapat berbicara untuk asda teesport ic Saya telah bekerja di sini lebih dari 9 tahun sejak itu sejak itu sejak 9 tahun sejak itu sejak 9 tahun sejak itu lebih dari 9 tahun sejak 9 tahun sejak itu lebih dari 9 tahun sejak itu sejak 9 tahun sejak itu lebih dari 9 tahun sejak itu lebih dari 9 tahun sejak itu lebih dari 9 tahun sejak itu lebih dari 9 tahun sejak itu lebih dari 9 tahun sejak itu lebih dari 9 tahun sejak itu lebih dari 9 tahun sejak itu selama 9 tahun sejak itu selama 9 tahun sejak itu selama 9 tahun sejak itu selama 9 tahun sejak itu selama 9 tahun sejak 9 tahun sejak itu lebih dari 9 tahun sejak itu lebih dari 9 tahun sejak sejak 9 tahun sejak itu selama 9 tahun sejak itu selama 9 tahun sejak itu lebih dari 9 tahun sejak itu lebih dari 9 tahun sejak itu lebih dari 9 tahun sejak itu lebih dari 9 tahun sejak itu lebih dari 9 tahun sejak itu lebih dari 9 tahun sejak itu lebih dari 9 tahunItu membuka dan menyaksikan sesuatu yang dimulai dengan sangat cemerlang menjadi tempat kerja yang mengerikan sekarang."
Positif,"Banyak kebebasan kerja dan memiliki beberapa tingkat tanggung jawab, budaya yang sangat sehat dan bahagia, kolega yang luar biasa dan pekerjaan itu sendiri sangat menyenangkan!"
Negatif,"Akhirnya melakukan banyak tampilan sukarela karena tidak cukup waktu yang dialokasikan untuk menyelesaikan beban kerja.
Manajemen tidak mendukung saya sebanyak yang saya inginkan dan tampaknya sebagian besar hanya khawatir apakah saya memenuhi target toko atau tidak"
Positif,Pekerjaan yang luar biasa senang membantu orang sampai di sana berbelanja saat tidak bisa datang ke toko
Negatif,"Harapkan terlalu banyak, tidak ada bantuan, tidak tersedia jika diperlukan, tidak cukup waktu yang diberikan untuk pengiriman."
Negatif,"Gaji untuk orang yang maju secara internal tidak baik, atau jika Anda tidak bekerja di bidang inti bisnis
Tingkat birokrasi yang Anda harapkan dengan perusahaan sebesar ini - melakukan sesuatu dengan cepat tidak mungkin"
Negatif,"Pemimpin dan manajer bagian tampaknya duduk dan menyaksikan Anda melakukan pekerjaan itu dan kemudian mengeluh bahwa hal -hal tertentu tidak dilakukan dan bertanya mengapa ada masalah yang seharusnya tidak ada di tempat pertama jika ""pemimpin bagian"" ini benar -benar mengelola bagian tersebut."
Positif,"Bayar sakit, diskon di toko (tidak online), pembayaran liburan."
Negatif,Bayar yang buruk terlalu banyak bekerja diperkirakan akan ditelepon pada hari libur Anda dan pergi bekerja
Negatif,"Manajemen tidak lagi menghormati kolega, sikap ramah keluarga telah menghilang.Perusahaan perlu kembali ke 10 tahun yang lalu ketika itu adalah tempat yang sangat menyenangkan untuk bekerja.
Perusahaan pergi ke Bukit baru -baru ini sejak restrukturisasi manajemen, melompat pemimpin bagian ""muda"" dalam perjalanan listrik yang berpikir mereka tahu semuanya.
Untuk tertarik pada persimpangan T`s dan menghiasi IS daripada benar -benar mendapatkan stok di rak untuk dibeli oleh pelanggan."
Negatif,"berulang, stres selama periode sibuk dan karena pelanggan yang agresif atau marah dan bisa membosankan saat toko tidak terlalu sibuk"
Positif,"Pekerjaan bergeser memungkinkan Anda bekerja di sekitar pekerjaan atau universitas lain
Mereka membiarkan Anda memiliki lebih banyak jam kapan saja Anda bertanya
profesional"
Negatif,Segala sesuatu di tempat kerja memperlakukan Anda lebih buruk dari tanah
Positif,Cukup mudah untuk mendapatkan pekerjaan.Proses aplikasi relatif sederhana.Kolega hebat
Negatif,Budaya Bully Meskipun Anda melalui penilaian online 20 halaman tentang intimidasi
Positif,Orang baik untuk bekerja sama
Positif,"Semangat tim yang baik
Banyak staf
Berurusan dengan pelanggan
Team Nights Out
Sikap yang baik untuk bekerja 
Nasihat dan bantuan yang diberikan bila perlu
Mudah berbicara dengan manajemen"
Positif,Saya bekerja di Asda Stockport selama sekitar 12 tahun.Perusahaan yang berorientasi keluarga yang baik terutama ketika saya memiliki dua anak kecil di sekolah.Saya diizinkan bertukar dan mengubah shift saat dibutuhkan.Membuat banyak teman baru.Manfaat yang baik dan berbagi skema hemat.
Positif,"Orang -orang hebat untuk bekerja sama
pembayaran rata -rata untuk pekerjaan yang Anda lakukan"
Positif,"Bonus tahunan
Diskon 10% untuk semuanya dari ASDA
Banyak pekerjaan berbeda di dalam toko dan ada peluang bagus untuk maju."
Negatif,"Penuh dengan klik
Manajer berpikir mereka lebih baik dari yang lain
Uang tidak sebanding dengan beban kerjanya
Uang adalah yang terpenting
Jam kerja yang bodoh dan shift
Sangat mudah untuk dikritik oleh manajemen ketika ada yang salah tetapi ketika Anda melakukan sesuatu dengan benar, mereka melihatnya dan tidak berterima kasih"
Negatif,"Semuanya, tidak ada gaji minimum, jam kerja yang sangat lama (60-80 jam seminggu) melakukan penjualan pintu ke pintu"
Negatif,"Di bawah sumber daya, sedikit perkembangan, perkembangan hanya untuk wanita"
Positif,"Bayar tidak apa -apa
Bekerja dengan orang -orang hebat, jika bukan karena orang -orang saya tidak akan tetap ada di sana
Manajemen baik -baik saja, beberapa mudah bergaul tetapi rentan terhadap perjalanan daya
Shift masuk dengan sangat cepat
Banyak lembur
Sangat fleksibel
Bisa mendapatkan shift tertutup saat Anda membutuhkannya sebagian besar waktu"
Negatif,Pekerjaan yang membosankan dan berulang.Pelanggan kasar.Manajer tidak tahu apa yang ada di sana.Staf itu membosankan dan tua.
Positif,"Asda adalah pengecer yang didorong oleh nilai, dan tidak seperti beberapa orang lain yang telah saya kerjakan - yang mengklaim sebagai nilai uang - ASDA benar -benar berinvestasi besar -besaran dalam kedua harganya dan kualitasnya"
Negatif,"Banyak!Benefits tidak benar -benar menguntungkan perguruan tinggi normal, mereka bersalah membuat Anda menjadi shift kerja tetapi menolak untuk melakukan bantuan sederhana.
Bayar adalah lelucon!Terendah dari semua supermarket!
Kemajuan tidak ada kecuali Anda tidur dengan manajer.
Dan kekurangan staf sehingga Anda akhirnya melakukan 3x pekerjaan dengan gaji yang sama!Saran saya kepada siapa pun, adalah pergi!Jangan melihat ke belakang.Dole akan menjadi pilihan yang lebih baik"
Positif,"Fleksibel di sekitar universitas/pendidikan
Istirahat karir mungkin
Umumnya manajer yang mendukung
Diskon 10%, hari diskon ganda sepanjang tahun.
Banyak peluang untuk melangkah dari kolega ke pemimpin bagian.
Terasa seperti komunitas."
Positif,"Budaya perusahaan yang baik, acara bagus di kantor pusat, skema bonus, diskon kolega, prospek yang layak, lingkungan yang ramah dan inklusif"
Positif,Bekerja di ASDA bagus karena lingkungannya indah dan semua orang sangat ramah.Staf bekerja sebagai tim.Bayar juga bagus
Positif,Staf yang senang keluar tempat yang bagus untuk bekerja
Positif,Upah kompetitif dan sangat mudah untuk memiliki olok -olok dengan anggota staf lainnya.Majikan yang ramah.Pekerjaan pertama yang luar biasa di usia muda
Negatif,"Manajemen bekerja Anda seperti anjing, tidak peduli dengan karyawan."
Positif,"Tim yang hebat dan ramah.
Merasa seperti Anda mendapatkan banyak pengakuan dari manajemen ketika Anda melakukan pekerjaan dengan baik atau tetap atau di shift Anda."
Positif,"lingkungan yang ramah
Jam kerja yang fleksibel 
gaji yang bagus
Tempat yang benar -benar indah untuk bekerja .. menikmati banyak hal"
Negatif,"Beberapa manajemen bisa tidak sopan, sebagian besar terhadap kolega yang lebih muda.
Beban kerja yang berlebihan.
Pekerjaan berulang."
Negatif,"Manajemen tidak pernah mendukung staf jika tidak cocok untuk mereka.Manajer membuat saya menjual seorang wanita parasetemol di atas jumlah yang diterima secara hukum - saya diberitahu pada awalnya ini adalah pelanggaran yang dapat ditembakkan tetapi kemudian diperlakukan seperti Jobsworth ketika saya mencoba menegakkannya.Jika seseorang tidak muncul untuk membebaskan Anda, Anda diharapkan menunggu sampai mereka mengatakannya, bahkan jika itu berarti tinggal satu jam setelah shift Anda berakhir.Aturan berubah tergantung pada siapa yang cocok.Sekali lagi diberitahu bahwa saya tidak boleh, pernah meninggalkan yang tidak dijaga - ketika saya menelepon pelari untuk mendapatkan pengganti untuk pelanggan (sesuatu yang merupakan bagian besar dari pekerjaan mereka ...) Saya diberitahu untuk berhenti menjadi malas dan mendapatkannyaSaya sendiri, pergi tanpa pengawasan selama beberapa menit, hanya untuk diberitahu oleh pelari ke -2 dalam perjalanan kembali untuk pergi.Manajemen juga sangat klik dan lingkungannya sangat beracun.Aturan kebersihan makanan yang benar -benar diabaikan - sebungkus daging mentah meledak di kasir saya, menumpahkan jus daging di mana -mana, tetapi begitu saya membersihkan bukti yang jelas di ikatAku benar -benar rewel aku bisa menyemprotkan tanganku dengan desinfektan industri.Pelatihan hampir tidak ada - ditunjukkan dasar -dasarnya selama lima menit kemudian dibuat untuk segera melakukan shift yang sibuk.Secara keseluruhan yang paling tidak bahagia pernah saya lakukan dalam pekerjaan."
Positif,"Bagikan Simpan dan diskon 10% untuk belanja saya adalah dua alasan saya bekerja untuk ASDA.Saya punya waktu berjam -jam yang sesuai dengan gaya hidup saya yang mungkin tidak bisa saya dapatkan dalam pekerjaan lain.Selama Anda melakukan pekerjaan Anda dan bekerja sebagai tim, Anda banyak sekali ditinggalkan sendirian untuk melanjutkan apa yang Anda lakukan tanpa kerumitan dari manajer atau pemimpin bagian,"
