full_text,filtered
@tanyakanrl circle toxic banyak mahasiswa yang udah gede pola pikirnya kek bocah. banyak mahasiswa yang males kontribusi di kerja kelompok. ada juga yang suka cari musuh karena ucapannya sendiri ditegor baik2 balasan sengak,jahat mahasiswa besar pola bocah mahasiswa malas kontribusi kelompok suka musuh balas sengak
ciri-ciri perusahaan toxic nihh seperti keluarga ‍‍ https://t.co/uWQ2fEtxJS,jahat keluarga
5 Tanda lo lagi berada di lingkungan kerja yang toxic Selalu stres dan anxious tiap berangkat kerja Takut interaksi sama rekan kerja atau atasan Merasa diremehkan dan ga dihargai Kesehatan mental dan fisik terganggu Sering merasa dikucilkan dan dijauhi,tanda jahat stres berangkat takut interaksi rekan rasa remeh harga sehat mental fisik ganggu rasa kucil jauh
kalian pas ditanya alasan resign blgnya gimana? aku pernah jwb krn tmn toxic malah dibilang : nanti di sini ketemu 1 tmn ga cocok berarti kamu langsung keluar? lah wkwk work! https://t.co/fSGli2xQmV,teman jahat ketemu teman cocok arti langsung
Jangan jadi toxic kat tempat kerja. - Stop membawang. Nanti akan start ada vibe negatif. - Stop dengar orang membawang. Takut automatic buat kau follow membawang. - Stop cari kesalahan orang lain tapi cuba untuk saling membantu dan bekerjasama. - Stop kambinghitamkan orang lain.,jahat tempat stop bawang start negatif stop dengar bawang takut bawang stop salah bantu stop
Aturan sebuah perusahaan jadi perdebatan para pekerja di Korea Selatan. Perusahaan game di Korea baru-baru ini bikin aturan baru. Jam Kerja di kantor itu dari jam 10 pagi sampai 4 sore terus karyawan boleh keluar untuk ngerokok (smoking break) selama 30-40 menit. Yang nggak https://t.co/enitzUOgD5,atur buah debat korea selatan korea atur kantor pagi sore karyawan smoking menit
sumpah beneran rasanya equal kaya liat temenku resign dari tempat kerja yang toxic isinya bikin dia stress aja... di tempat baru belum pasti bakal dapet kepastian yang lebih baik tapi at least mereka punya harapan : ),sumpah rasa lihat tempat jahat stres tempat pasti pasti harap
2 jenis toxic kat tempat kerja COMPANY: Tarikh gaji tak tetap Job description tak jelas Waktu kerja terlalu flexible sampai tak bayar OT PEKERJA: Manipulative Penyebar gosip/fitnah Ambil credit dari colleagues Please elak rapat dengan golongan ni,jenis jahat tempat tarikh gaji waktu bayar sebar ambil elak rapat golong
@worksfess menormalisasi lembur ga dibayar karyawan saling suka drama dan nyinyir toxic mampus kantor gede tapi gaada HR chat ga dibales diluar jam kerja ngamuk,normalisasi lembur bayar karyawan suka drama nyinyir jahat mampus kantor besar
salah satu bahayanya hubungan toxic adalah kamu tidak sadar direndahkan terus menerus oleh dia sampai pada akhirnya kamu merasa rendah dan tidak berarti lagi. jadi minder mudah insecure padahal kamu itu berharga. makanya sebisa mungkin harus segera akhiri hubungan yang toxic.,salah bahaya hubung jahat sadar rendah rasa rendah arti minder mudah harga hubung jahat
Jangan kerja sama manager yang menomorsatukan pekerjaan di atas segala hal Termasuk aspek keluarga kesehatan pertemanan spiritual dan lainnya. Buat gue ini adalah akar dari manager yang toxic. Kenapa? Gue bahas 3 alasannya ,manager aspek keluarga sehat teman spiritual akar manager jahat bahas
Kalau temen-temen tongkrongan toxic kita harus gimana? tinggalin kalau lo tetep disana tar lu ikutan toxic. Ini contoh ada 4 orang temen baik lo tiap ketemu mereka ngomongin crypto bisnis kalau lo ngomongin game atau ghibah soal mantan kan ga nyambung jadi lo bakal,tongkrong jahat entar jahat contoh teman ketemu omong bisnis omong mantan sambung
Takde tempat kerja yg sempurna. Kadang bos baik tapi kerja stress. Kadang kerja best tapi bos pula tak okay. Kadang semua dah okay tapi rakan sekerja pulak jenis kuat meroyan tak tentu pasal.,tempat sempurna kadang stres kadang kadang jenis kuat royan pasal
@tanyarlfes Lingkungan kerja gak toxic dan gaji di atas umr. Harusnya kalau lingkungan kerja gak toxic pasti bisa punya temen di tempat kerja gak sih?,jahat gaji jahat pasti teman tempat
masa interview kena tengok attitude body langguage dan cara bercakap. macam mana pun skill duduk no 2 kalau nak hire orang kerja. attitude over the skill is the best. orang macam ni kadang akan jadi toxic dekat tempat kerja sebb skill boleh diasah tetapi adab tak boleh diajar.,kena tengok cakap duduk over kadang jahat dekat tempat asah adab ajar
Sifat pasangan yang berpotensi toxic : Malas dan tidak mau berusaha Tidak konsisten antara yang diucapin sama perbuatan Tidak mau kerja sama Tidak bisa mengontrol emosi Merasa jadi orang paling terluka Tidak bisa manage keuangan dengan bijak,sifat pasang potensi jahat malas konsisten kontrol emosi rasa luka uang bijak
Boss korang toxic kalau dia... 1. Micromanage 2. Suka jaga tepi kain staff 3. Dia tak layan kau 4. Always rude 5. Suruh orang buat kerja personal dia 6. Tak pernah invite kau dalam meeting penting 7. Terpaling nak credits,jahat suka jaga tepi kain staff layan suruh personal
@worksfess seneng sy klo dpt pertanyaan begini krn mau pindah kerjaan berapa kali jg klo skala perusahaan nya sama artinya kita akan selalu ketemu dg org toxic penjilat tukang ghibah dan macem2 lg masih banyak cuman beda muka aja dg kata lain lingkungan positif itu relatif pilih gaji gede,senang skala arti ketemu jahat jilat tukang cuman beda muka positif relatif pilih gaji besar
 Disini kerjaannya banyak tapi orangnya dikit - Red flag - Berbau toxic - Ngapain kerja di tempat begitu We're a fast-paced working environment - Cool - Terdengar menantang - Membanggakan saat berhasil menyelesaikan task walau hampir bikin tipes,dikit jahat kapai tempat were dengar tantang bangga hasil selesai tipes
Sprtnya benar kalo udh burn out trs banyak pikiran tempat kerja udh toxic bikin fokus tuh jd menurun jd ngurangin produktivitas diri. Ga bs improve... hal2 kecil sepele jd salah trs.,tempat jahat fokus turun produktivitas kecil sepele salah
Di tempat kerja yang toxic gak perlu cari validasi jangan jadikan teman kerja sebagai keluarga jangan sampai terbawa arus kerja sesuai job desk pulang ketika waktu pulang jangan kepo dengan urusan orang lain terapkan prinsip: datang kerja dengan benar pulang lalu ambil,tempat jahat validasi teman keluarga bawa arus sesuai desk pulang waktu pulang kepo urus terap prinsip pulang ambil
sirkel pertemanan paling toxic jatuh kepada : - sd - smp - sma/smk - kuliah - tempat kerja,teman jahat jatuh kuliah tempat
@tanyarlfes kalo gue akan milih B nder pernah ngerasain kerja di lingkungan toxic dan itu rasanya lebih capek dari kerjaan itu sendiri,pilih rasai jahat rasa capek
10 Tanda kalo kamu harus keluar dari perkerjaan kamu. (Bikin keputusan yang benar itu sangat penting gini caranya...) 1. Kamu gak lagi belajar hal baru 2. Bos kamu bukan pemimpin yang baik 3. Kamu mengalami physical/ mental abuse 4. Tempat kerja kamu toxic,tanda putus ajar pimpin alami mental tempat jahat
TANDA-TANDA TEMPAT KERJA BERTOKSIK 1- Boss yang negatif 2- Pressure sampai rasa nak marah je. 3- Malas nak pergi kerja 4- Environment kerja yang teruk 5- Officemate kaki bawang 6- Kau tak kipas kau tak naik gaji Wey kaki bawang ubahlah perangai tu. Orang lain nak kerja wey,tempat negatif rasa marah malas pergi teruk kaki bawang kipas naik gaji kaki bawang ubah perangai
Lingkungan kerja yg toxic abis Sc tiktok @/putria_77 https://t.co/P6AmTSoczP,jahat habis tiktok
Di tempat kerja jangan cuma fokus ngeluh soal lingkungan yg toxic atau drama nggak penting. Jadikan setiap pengalaman bahkan yang paling pahit sebagai pelajaran buat upgrade diri. Kalau lingkungan kerja lu nggak mendukung justru itu tantangan buat ningkatin ketahanan mental,tempat fokus jahat drama alam pahit ajar dukung tantang tahan mental
Sambil nemenin makan siang spill dong cerita di tempat kerja yg paling toxic yg pernah u alamin. Cerita terseru nnti Owy kasih reward https://t.co/oFzTlh6HPd,makan siang tempat jahat alamin seru kasih
kl HR tanya alesan resign dn gw bilang karena kantor sblmny itu toxic blh ga sih krn emg gk ada alesan lain sih wrk! https://t.co/lnkYdZTKgj,kantor jahat
Paham banget sih kenapa banyak orang tetep bertahan di tempat kerja toxic. Karena cari kerja sesusah itu wey? Kalo mau resign kudu mikir lagi bakal dapet kerjaan baru atau ga.. Dulu w resign ga pake mikir november. Baru kerja lagi juli. 8 bulan nganggur. Tiap hari stres.,paham tahan tempat jahat susah kudu pakai november juli stres
Beneran pngn buru2 dapet ijazah trs keluar dari tempat kerja toxic ini hampir 5 tahun nahan2 diri buat seenggaknya bertahan sampe lulus kuliah. Pura2 biasa aja sampe bertahun2 itu capek maaf curhat dikit karena didepan ortu dan adik2 cuman bisa senyum aja.,ijazah tempat jahat tahan lulus kuliah pura capek maaf curhat dikit cuman senyum
Keluarga gw berantakan percintaan gw gagal tempat kerja gw toxic..... Yaallah seindah apa didepan sana??? Gw cape butuh istirahat... Butuh rumah.... Butuh tempat singgah.....,keluarga beranta cinta gagal tempat jahat indah capek butuh istirahat butuh rumah butuh tempat singgah
Kerja di kantor toxic tuh gini... ‼️ A THREAD https://t.co/cExsMGoiXG,kantor jahat
Istirahat setelah PHK. Eh dpt tempat kerja yg toxic parah. Istirahat lg lah ‍️‍️‍️‍️,istirahat tempat jahat parah istirahat
KAMU BAKAL PILIH YANG MANA? - gaji 25 juta kantor nyaman tapi gak ada jenjang karir - gaji 50 juta kantor toxic tapi ada jenjang karir - gaji 100 juta kerja di luar negri dan libur 6 bulan sekali,pilih gaji juta kantor nyaman jenjang karir gaji juta kantor jahat jenjang karir gaji juta libur
Allah ada rencana lain ya ternyata tahun lalu putus sama orang yg menurut gue ga jelas dan Allah bales di kasih orang yg sayang bgt sama gue eh pas di tempat kerja lama ketemu orang toxic eh sekarang dapet tempat kerja yg Alhamdulillah bgt ️️,rencana nyata putus balas kasih sayang tempat ketemu jahat tempat
 Kalau kalian pilih mana A. Lingkungan kerja toxic gaji umr tapi deket sama keluarga B. Lingkungan kerja ga toxic gaji diatas umr tapi kalian kesepian gapunya temen di tempat kerja&amp; di kos,pilih jahat gaji dekat keluarga jahat gaji sepi teman tempat
pertemanan paling toxic jatuh kepada : a. sd b. smp c. sma d. kuliah e. tempat kerja,teman jahat jatuh kuliah tempat
Niat aku aku nak ambik lesen motor dan beli motor. Utk kemudahan aku &amp; anak aku nak sekolah setahun dua lagi. Itu je niat aku kerja. Aku harap Allah tak uji aku dgn toxic person /toxic environment kat tempat kerja sbb sejujurnya aku mmg tak mampu dah ya allah. Aku sgt penat ,niat motor beli motor mudah sekolah niat harap jahat person jahat tempat jujur mampu penat
Knp ya lingkungan kerja bisa jd tempat toxic gua ga nganggep semua tp rata2 iya. Bisa kah kerja kerja aja gausah ngejodoh2in orang?? Mana yg jodoh2in sesama cwek lagi. Sakit jiwa,tempat jahat sakit jiwa
Ciri-ciri orang toxic dan radflag 1. Egois 2. Suka cemburu berlebihan 3. Bersikap kasar 4. Menilai diri sendiri dengan buruk 5. Suka memanipulasi 6. Memanfaatkan orang untuk kepentingan diri sendiri dan suka menyalahkan diri sendiri atas kesalahan orang lain.,jahat egois suka cemburu sikap kasar nilai buruk suka manipulasi manfaat suka salah salah
Work! Ini termasuk lingkungan toxic gak? Atau ini belum apa-apa dibandingkan yang lain? https://t.co/05CC0gjqh7,jahat banding
Di lingkungan kerja high risk seperti pengolahan nikel merokok bukan di tempat yang disediakan itu pelanggaran fatal dan harusnya bisa langsung dipecat di tempat. Sekedar membawa korek/lighter ke dalam site saja gak boleh. Aturan kejam? Ra urus u milih mati atau selamat?,olah nikel rokok tempat sedia langgar fatal langsung pecat tempat bawa atur kejam urus pilih mati selamat
@tanyarlfes heran banget sama manusia2 penyebab lingkungan kerja jadi panas dan toxic. kadang ada yg sok iye disana sok paling ngatur paling lama paling senior paling tai anjing lah kesel bgt sama orang kyk gitu. sama sama cari duit tapi berlagak dia yg nge gaji aja. songong nggak ketulung,heran panas jahat kadang atur senior tahi anjing kesel duit lagak gaji songong
@bincangurban salah 1 trait boss toxic biasanya micro manage gini. sering rapat lama dan keywordnya sesuai arahan nobody dare to be creative.,salah jahat rapat sesuai arah
kebelet pengen gawe lagi dah. ternyata kalau dipikir-pikir dulu tekanan batin gara-gara kerja di tempat toxic masih gak ada apa-apanya dibandingkan stress stay di rumah dengan kondisi yang sekarang.,kebelet nyata tekan batin tempat jahat banding stres rumah kondisi
yaallah habis lebaran ini aku mau kerja kerja yang dimana bisa memanusiakan aku dengan tempat kerja yang nyaman ga toxic positif vibes kalau bisa aku mau keluar dari zona aku di admin gudang ini aku mau nyoba hal baru,habis lebaran manusia tempat nyaman jahat positif zona admin gudang
dengan perkataan mami licia pulang aja la ya dengan tempat kerja semakin toxic dengan keikhlasan hati yg sgt ikhlas dengan sop yang tidak menetap aku semakin bulat buat resign ,mami licia pulang tempat jahat ikhlas hati ikhlas bulat
Kok bisa ya org betah kerja di tempat toxic lembur ga digaji dg embel2 kerja ikhlas? anjir ga bisa gw kek begitu gaji ga bikin gw kaya tp nyuruh ikhlas pulang tengah malem tuh ngelunjak namanya,betah tempat jahat lembur gaji ikhlas gaji ikhlas pulang malam nama
Yang mama2 ni la paling toxic di tempat kerja harap anak kamu kena lagi teruk,jahat tempat harap kena teruk
Sebelumnya resign dari tempat kerja yg atasannya toxic walaupun sebenarnya betah kerja di sana karena temannya yang baik² banget. Eh sekarang malah kerja di tempat yang pekerjaan dan teman²nya bikin gak betah sampe tiap hari selalu baca doa nabi yunus ,tempat jahat betah teman tempat betah baca nabi yunus
kayak nya hampir 98% tempat kerja tu toxic ,tempat jahat
Tiap pgn resign selalu ada keluhan org nganggur lewat tl. Akhirnya gajadi resign.. tapi tempat kerja toxic abis..,keluh tempat jahat habis
Cobaan kerja di lingkungan toxic dulu siapa tau nextnya ditempatin di tempat kerja yang lebih baik ya allah aamiin kuat-kuaaatt ,jahat tempat
rindu la waktu duduk johor tu 6 bulan je tp Allah swt dah tetapkan sampai situ. toxic af tempat kerja tu,rindu waktu duduk situ jahat tempat
Makin kesini kok makin toxic tempat kerja nya...,jahat tempat
Lingkungan kerja toxic isinya ngomongin orang nyari kesalahan orang lain menggoreng informasi dan berasumsi jelek sama orang dan menggoreng informasi yang ga sesuai sama fakta.,jahat omong salah goreng informasi asumsi jelek goreng informasi sesuai fakta
Ya Allah sebenarnya udah capek banget tiap hari ngadepin orang-orang toxic manipulatif di tempat kerja sekarang ,capek jahat manipulatif tempat
Tetanggaku memang toxic. Kami yang ga pernah menyinggung orang dan ikut bergosip tetap kena fitnah mereka. Mereka selalu jelek hati kalau liat orang lain lebih sukses. Ibaratnya kaya di fitnah miskin dihina ,tetangga jahat singgung gosip kena fitnah jelek hati lihat sukses fitnah miskin hina
